order_date,Sales_QTY,Sales_amount,currency,User_id,Restaurant_id
5/8/2018,3,926,INR,89664,483525
5/8/2018,5,1157,INR,17317,498407
5/8/2018,54,17546,INR,42941,578534
5/8/2018,5,1889,INR,36520,553765
5/8/2018,2,690,INR,67172,445270
5/8/2018,1,306,INR,24247,543616
5/9/2018,1,222,INR,29854,481632
5/9/2018,12,3731,INR,7224,541244
5/9/2018,21,5093,INR,40551,514204
5/9/2018,5,1231,INR,21639,189996
5/9/2018,12,4333,INR,35781,125644
5/9/2018,1,144,INR,84348,227326
5/9/2018,9,2079,INR,74487,516763
5/9/2018,2,699,INR,29952,109755
5/9/2018,2,606,INR,17365,75335
5/9/2018,4,1245,INR,75999,578002
5/10/2018,1,0,INR,96602,512310
5/10/2018,19,5375,INR,84451,512302
5/10/2018,2,491,INR,47816,512320
5/10/2018,1,139,INR,84848,460303
5/11/2018,18,4838,INR,8148,552850
5/11/2018,24,6810,INR,93112,412756
5/11/2018,25,6162,INR,11429,458735
5/11/2018,42,8792,INR,1763,311432
5/11/2018,4,1519,INR,92910,324736
5/11/2018,3,1023,INR,33522,489394
5/14/2018,10,3398,INR,62037,76155
5/14/2018,14,3255,INR,1159,535493
5/14/2018,21,6917,INR,21756,399630
5/14/2018,6,1477,INR,85688,526071
5/14/2018,18,4185,INR,83979,490313
5/15/2018,1,241,INR,87424,445177
5/15/2018,9,1912,INR,8301,134547
5/15/2018,1,245,INR,26711,553458
5/15/2018,9,2306,INR,23008,553451
5/15/2018,53,14148,INR,60010,564950
5/15/2018,1,264,INR,39963,578460
5/15/2018,3,1245,INR,95910,573106
5/15/2018,9,2958,INR,20141,521207
5/15/2018,1,102,INR,60274,125307
5/16/2018,2,0,INR,19324,575802
5/16/2018,1,264,INR,44803,509059
5/16/2018,8,1861,INR,85955,319853
5/16/2018,1,93,INR,52319,579436
5/16/2018,2,495,INR,40406,553455
5/16/2018,1,106,INR,66793,572371
5/16/2018,1,282,INR,7737,372369
5/16/2018,5,1116,INR,96391,369121
5/16/2018,1,551,INR,66510,228007
5/16/2018,3,912,INR,9650,369122
5/16/2018,3,1019,INR,15367,313856
5/17/2018,4,1148,INR,19661,75754
5/17/2018,17,4583,INR,86089,282635
5/17/2018,19,4463,INR,14661,260427
5/17/2018,13,3213,INR,37945,529598
5/18/2018,8,2199,INR,87129,510757
5/18/2018,48,11231,INR,75859,242683
5/18/2018,12,3491,INR,83260,544251
5/18/2018,7,1787,INR,80797,500739
5/18/2018,39,9602,INR,41595,309708
5/18/2018,108,23222,INR,50433,312177
5/18/2018,1,227,INR,85895,537052
5/18/2018,4,1657,INR,11331,489538
5/18/2018,2,796,INR,80939,489779
5/21/2018,16,4792,INR,49695,559905
5/21/2018,4,944,INR,79503,370170
5/21/2018,1,83,INR,12011,559573
5/21/2018,1,569,INR,96782,307624
5/22/2018,16,4519,INR,25166,454639
5/22/2018,2,380,INR,1178,559446
5/22/2018,7,1542,INR,17167,377893
5/22/2018,4,1069,INR,80784,571108
5/22/2018,204,42699,INR,7165,560580
5/22/2018,1,144,INR,87499,571113
5/22/2018,2,968,INR,18961,490314
5/22/2018,12,3986,INR,95927,569774
5/22/2018,1,306,INR,29699,567598
5/23/2018,1,0,INR,66002,559946
5/23/2018,5,1222,INR,50242,572843
5/23/2018,7,1556,INR,15852,522234
5/23/2018,7,1667,INR,23737,266597
5/23/2018,4,1074,INR,34788,574363
5/23/2018,18,4616,INR,46714,567719
5/23/2018,1,144,INR,67342,559907
5/23/2018,7,1435,INR,75563,567609
5/23/2018,19,4306,INR,98265,333528
5/23/2018,54,9977,INR,33345,571126
5/23/2018,1,417,INR,52655,322870
5/23/2018,3,810,INR,47192,571132
5/24/2018,7,2264,INR,63714,536066
5/24/2018,8,2046,INR,58972,562438
5/24/2018,2,403,INR,98733,562440
5/24/2018,8,2176,INR,58482,171423
5/24/2018,12,2736,INR,44802,398343
5/24/2018,2,792,INR,35308,425225
5/25/2018,167,24074,INR,77385,135109
5/25/2018,3,671,INR,64092,549977
5/25/2018,7,1810,INR,75622,444144
5/25/2018,24,6106,INR,86386,136166
5/25/2018,1,227,INR,16867,456402
5/25/2018,2,968,INR,11469,201181
5/25/2018,2,569,INR,77088,479647
5/28/2018,83,21324,INR,1658,487784
5/28/2018,2,602,INR,87076,250467
5/28/2018,1,250,INR,44733,388695
5/28/2018,14,3532,INR,39876,103353
5/28/2018,35,8532,INR,34768,425978
5/28/2018,1,176,INR,99923,251746
5/28/2018,1,426,INR,30618,484422
5/28/2018,14,2801,INR,6193,492578
5/29/2018,73,10593,INR,88583,459068
5/29/2018,6,1449,INR,85667,530460
5/29/2018,1,491,INR,2109,504396
5/29/2018,1,83,INR,54899,435683
5/29/2018,18,4273,INR,93515,547036
5/29/2018,6,1611,INR,23234,76297
5/29/2018,4,1491,INR,57614,435672
5/29/2018,8,2843,INR,78441,435674
5/29/2018,2,606,INR,61271,435677
5/30/2018,7,1574,INR,55228,482046
5/30/2018,7,2773,INR,86203,225715
5/30/2018,6,1477,INR,74098,307621
5/30/2018,22,4824,INR,60248,433632
5/30/2018,1,500,INR,93956,359793
5/30/2018,4,1315,INR,94167,435673
5/31/2018,2,0,INR,62642,435681
5/31/2018,11,2935,INR,81007,566495
5/31/2018,49,10551,INR,846,307623
5/31/2018,1,125,INR,98577,577778
5/31/2018,3,653,INR,33913,251606
6/1/2018,66,16241,INR,24916,388761
6/1/2018,33,7736,INR,51386,560413
6/1/2018,16,4093,INR,22052,543661
6/1/2018,1,319,INR,2042,518134
6/1/2018,96,21912,INR,63055,435687
6/1/2018,1,282,INR,69690,532477
6/1/2018,1,227,INR,65716,550133
6/1/2018,2,870,INR,92160,539311
6/1/2018,3,907,INR,90489,479643
6/4/2018,35,9500,INR,17332,389636
6/4/2018,2,509,INR,4633,455285
6/4/2018,5,1481,INR,64673,435679
6/4/2018,3,806,INR,98271,432267
6/4/2018,31,7713,INR,56855,401835
6/4/2018,124,27727,INR,59421,555326
6/4/2018,1,287,INR,7547,571813
6/5/2018,73,10593,INR,16010,558168
6/5/2018,7,2264,INR,4457,75703
6/5/2018,3,519,INR,79169,132886
6/5/2018,1,375,INR,53754,556045
6/5/2018,327,74657,INR,68776,435675
6/5/2018,2,741,INR,31384,540901
6/5/2018,4,1616,INR,86783,551099
6/5/2018,11,3644,INR,123,535883
6/6/2018,12,3051,INR,45180,541476
6/6/2018,18,4417,INR,49469,539154
6/6/2018,45,12398,INR,28058,482506
6/6/2018,7,2486,INR,9087,103560
6/6/2018,1,213,INR,422,314340
6/6/2018,10,2093,INR,27206,524391
6/6/2018,1,380,INR,51736,549815
6/6/2018,2,606,INR,40720,530365
6/7/2018,14,3755,INR,87418,525749
6/7/2018,14,3134,INR,47729,125645
6/7/2018,60,13745,INR,92855,569510
6/7/2018,2,523,INR,73788,551142
6/7/2018,7,1741,INR,30938,144803
6/7/2018,90,21171,INR,13018,530904
6/7/2018,6,1611,INR,40399,489531
6/8/2018,33,8574,INR,59689,548631
6/8/2018,36,8907,INR,64146,527921
6/8/2018,18,4343,INR,79310,564686
6/8/2018,4,995,INR,72233,144802
6/8/2018,14,4032,INR,83472,567603
6/8/2018,125,30417,INR,36565,567607
6/8/2018,1,157,INR,3753,567604
6/8/2018,1,51,INR,75158,567608
6/8/2018,1,102,INR,27264,112850
6/8/2018,3,995,INR,99628,538550
6/8/2018,6,2162,INR,29448,112853
6/11/2018,37,10907,INR,32111,570718
6/11/2018,2,440,INR,15678,492093
6/11/2018,25,5750,INR,79252,512076
6/11/2018,1,324,INR,57895,555338
6/11/2018,1,167,INR,69741,559764
6/11/2018,170,36014,INR,20788,430661
6/11/2018,1,472,INR,3961,512011
6/11/2018,2,569,INR,34633,512008
6/12/2018,6,1718,INR,78165,497231
6/12/2018,1,148,INR,68973,512077
6/12/2018,12,3731,INR,27922,567098
6/12/2018,3,653,INR,17916,160483
6/12/2018,3,657,INR,83032,566744
6/12/2018,4,1616,INR,99,566748
6/12/2018,3,810,INR,5429,566750
6/13/2018,8,2093,INR,6917,541277
6/13/2018,2,528,INR,85815,571106
6/13/2018,2,579,INR,41655,571116
6/13/2018,1,106,INR,74521,488340
6/13/2018,17,4616,INR,13080,473557
6/13/2018,1,375,INR,65572,541265
6/13/2018,2,569,INR,6555,540910
6/13/2018,3,912,INR,73094,559937
6/13/2018,3,1130,INR,125,539681
6/14/2018,1,338,INR,95545,540917
6/14/2018,3,662,INR,65467,555337
6/14/2018,1,139,INR,82314,539667
6/15/2018,2,417,INR,19339,526174
6/15/2018,6,1185,INR,80252,453064
6/15/2018,33,7819,INR,2866,113562
6/15/2018,6,1477,INR,3664,455112
6/15/2018,131,29463,INR,98725,479769
6/15/2018,42,7759,INR,98664,571225
6/15/2018,1,102,INR,97746,559903
6/15/2018,3,1120,INR,57021,541264
6/15/2018,16,5343,INR,33943,398627
6/18/2018,36,10093,INR,90734,495733
6/18/2018,8,1769,INR,59806,103229
6/18/2018,2,829,INR,26549,572449
6/18/2018,6,1477,INR,49933,535427
6/18/2018,117,29810,INR,99527,456932
6/18/2018,1,315,INR,99392,578867
6/18/2018,5,1593,INR,78576,573424
6/19/2018,32,10227,INR,33292,574428
6/19/2018,12,3287,INR,66367,522238
6/19/2018,14,3431,INR,11340,553477
6/19/2018,4,986,INR,69478,563364
6/19/2018,3,1245,INR,36151,561462
6/19/2018,1,306,INR,21383,537315
6/20/2018,8,2514,INR,45131,223089
6/20/2018,51,11023,INR,73323,516696
6/20/2018,1,370,INR,88449,472702
6/20/2018,2,417,INR,37596,537310
6/20/2018,1,213,INR,95617,559243
6/20/2018,1,315,INR,70088,344316
6/20/2018,7,1903,INR,5705,514207
6/20/2018,1,560,INR,45353,344312
6/20/2018,10,3528,INR,14038,344318
6/20/2018,3,1009,INR,52344,579344
6/21/2018,36,10144,INR,69608,576358
6/21/2018,23,5685,INR,32961,552796
6/21/2018,25,7894,INR,13588,135481
6/21/2018,2,532,INR,74609,512696
6/21/2018,12,3773,INR,29584,145961
6/21/2018,1,157,INR,61696,146905
6/22/2018,11,2375,INR,81572,145386
6/22/2018,7,1542,INR,96149,145977
6/22/2018,1,167,INR,88085,489194
6/22/2018,3,833,INR,27259,431364
6/22/2018,120,26736,INR,87351,258524
6/22/2018,4,1069,INR,87353,224446
6/22/2018,1,306,INR,80434,284619
6/22/2018,3,1380,INR,81974,562604
6/22/2018,27,9218,INR,54430,146909
6/25/2018,14,3764,INR,20223,288192
6/25/2018,6,1394,INR,61626,152576
6/25/2018,10,2472,INR,35444,177701
6/25/2018,168,39560,INR,2032,245015
6/25/2018,5,1431,INR,12596,177849
6/25/2018,2,787,INR,56795,182216
6/26/2018,84,12134,INR,30709,152551
6/26/2018,14,3931,INR,45738,454618
6/26/2018,2,463,INR,75539,216070
6/26/2018,6,1403,INR,26102,477592
6/26/2018,210,45347,INR,35310,314119
6/26/2018,1,139,INR,98971,233002
6/26/2018,1,102,INR,91228,145390
6/27/2018,8,1926,INR,87077,537511
6/27/2018,4,810,INR,92602,551495
6/27/2018,1,250,INR,65217,551463
6/27/2018,20,5417,INR,3227,262753
6/27/2018,18,4616,INR,99710,452293
6/27/2018,9,2532,INR,94007,548212
6/27/2018,5,2074,INR,48693,242174
6/27/2018,15,5005,INR,53653,516294
6/27/2018,4,1111,INR,54254,242173
6/28/2018,24,6593,INR,5527,175104
6/28/2018,1,315,INR,52702,161893
6/28/2018,25,5815,INR,71783,234470
6/28/2018,2,579,INR,2586,260784
6/28/2018,5,1556,INR,50134,392611
6/28/2018,72,18898,INR,36977,291731
6/28/2018,3,1019,INR,91453,177592
6/29/2018,79,25125,INR,6666,457786
6/29/2018,1,296,INR,78387,152589
6/29/2018,1,125,INR,51911,185753
6/29/2018,2,417,INR,82959,439869
6/29/2018,3,644,INR,77769,216352
6/29/2018,3,741,INR,48244,366177
6/29/2018,180,38579,INR,73465,355529
6/29/2018,1,102,INR,91569,146906
6/29/2018,3,1106,INR,2653,182215
6/29/2018,30,10241,INR,9582,260350
7/2/2018,117,30801,INR,87882,145385
7/2/2018,60,15000,INR,66101,261176
7/2/2018,2,583,INR,35587,388181
7/2/2018,5,1319,INR,42968,493082
7/2/2018,60,14130,INR,17505,177389
7/2/2018,1,157,INR,25628,145399
7/3/2018,84,12134,INR,30450,262885
7/3/2018,5,1074,INR,94627,145965
7/3/2018,1,79,INR,17065,413383
7/3/2018,4,1074,INR,84344,261859
7/3/2018,6,2486,INR,38098,499780
7/3/2018,18,6148,INR,53413,417500
7/3/2018,1,204,INR,43988,286333
7/3/2018,5,1810,INR,4209,349650
7/4/2018,12,2722,INR,28913,560446
7/4/2018,6,1352,INR,95785,317730
7/4/2018,1,97,INR,35068,371276
7/4/2018,1,245,INR,62935,97187
7/4/2018,1,106,INR,53327,177407
7/4/2018,8,2083,INR,58571,556361
7/4/2018,1,551,INR,53027,365562
7/4/2018,2,708,INR,87122,175061
7/5/2018,71,17463,INR,27559,367846
7/5/2018,18,4801,INR,96831,323897
7/5/2018,1,167,INR,98372,175101
7/5/2018,2,579,INR,36061,574891
7/5/2018,126,30162,INR,72917,422838
7/5/2018,1,421,INR,28398,565547
7/6/2018,47,13042,INR,31942,327222
7/6/2018,52,10102,INR,38422,152591
7/6/2018,42,12139,INR,68330,546742
7/6/2018,24,5505,INR,62878,549385
7/6/2018,21,5181,INR,16920,217844
7/6/2018,189,44972,INR,4411,152588
7/6/2018,13,2870,INR,91614,321411
7/6/2018,1,204,INR,10582,336005
7/6/2018,4,1667,INR,24550,343865
7/6/2018,28,9606,INR,98156,326906
7/9/2018,25,6597,INR,68859,434893
7/9/2018,1,319,INR,26045,213956
7/9/2018,3,926,INR,20023,444201
7/9/2018,3,667,INR,59483,145972
7/9/2018,5,1236,INR,47605,578043
7/9/2018,32,6509,INR,67951,440832
7/9/2018,60,16468,INR,91354,499781
7/9/2018,4,958,INR,34690,146015
7/9/2018,1,157,INR,75191,479028
7/10/2018,84,12134,INR,58406,152596
7/10/2018,44,10454,INR,51170,182236
7/10/2018,25,6079,INR,30121,223337
7/10/2018,5,1236,INR,81266,152564
7/10/2018,24,6208,INR,65556,444174
7/10/2018,5,1843,INR,5568,458796
7/10/2018,7,3042,INR,93344,496878
7/10/2018,8,2662,INR,92816,327543
7/10/2018,2,505,INR,6584,440827
7/11/2018,2,440,INR,55341,493080
7/11/2018,61,14963,INR,85792,577759
7/11/2018,6,1556,INR,80320,500145
7/11/2018,1,162,INR,57991,434720
7/11/2018,1,106,INR,73928,496982
7/11/2018,1,630,INR,39311,455258
7/11/2018,3,815,INR,47223,537694
7/11/2018,1,417,INR,57244,512399
7/11/2018,1,403,INR,78914,532837
7/11/2018,2,681,INR,56574,175033
7/12/2018,12,3250,INR,93311,551542
7/12/2018,11,2532,INR,14276,527315
7/12/2018,1,375,INR,23597,404364
7/12/2018,6,1639,INR,38507,175071
7/12/2018,18,4921,INR,13580,493086
7/12/2018,3,773,INR,12185,479810
7/13/2018,25,7741,INR,97531,216110
7/13/2018,46,10801,INR,2669,447682
7/13/2018,6,1662,INR,17492,146910
7/13/2018,1,181,INR,86344,516163
7/13/2018,3,750,INR,31562,145948
7/13/2018,12,3417,INR,66908,383788
7/13/2018,1,102,INR,87300,308993
7/13/2018,4,1657,INR,7645,102216
7/13/2018,21,7176,INR,39874,381794
7/16/2018,3,889,INR,97455,229886
7/16/2018,52,12824,INR,36241,560484
7/16/2018,3,741,INR,16867,420219
7/16/2018,9,2296,INR,54039,561486
7/16/2018,1,315,INR,60949,344546
7/17/2018,168,24269,INR,44878,383833
7/17/2018,22,6495,INR,6106,340376
7/17/2018,17,4477,INR,60475,407929
7/17/2018,2,583,INR,55082,500153
7/17/2018,9,2139,INR,1086,216108
7/17/2018,6,1611,INR,1235,133905
7/17/2018,8,3454,INR,72118,563662
7/17/2018,9,3125,INR,56985,397394
7/17/2018,2,505,INR,27103,152575
7/18/2018,13,4440,INR,88462,301184
7/18/2018,20,5634,INR,61077,234066
7/18/2018,26,6352,INR,57820,568222
7/18/2018,2,403,INR,63562,492675
7/18/2018,1,245,INR,32673,439582
7/18/2018,1,319,INR,65009,372191
7/18/2018,38,9338,INR,49107,431357
7/18/2018,11,2898,INR,76487,457797
7/18/2018,3,1255,INR,20885,327966
7/18/2018,21,6370,INR,15522,412912
7/19/2018,14,2838,INR,61462,157209
7/19/2018,7,2005,INR,81255,412909
7/19/2018,6,1569,INR,52906,345291
7/19/2018,1,157,INR,39004,420309
7/19/2018,1,139,INR,7613,492658
7/20/2018,24,6454,INR,76564,182226
7/20/2018,13,3069,INR,27457,154824
7/20/2018,1,167,INR,37352,383700
7/20/2018,1,83,INR,81469,457776
7/20/2018,6,1565,INR,56724,349610
7/20/2018,1,102,INR,43333,490764
7/20/2018,3,1245,INR,68080,422823
7/20/2018,10,3472,INR,98057,390219
7/20/2018,3,903,INR,62465,559934
7/23/2018,18,5731,INR,90165,455289
7/23/2018,8,2213,INR,42330,154245
7/23/2018,5,1157,INR,85978,181858
7/23/2018,6,1537,INR,20370,205073
7/23/2018,1,157,INR,21908,464670
7/23/2018,1,139,INR,10446,473409
7/24/2018,27,9287,INR,817,145957
7/24/2018,13,3569,INR,40670,349636
7/24/2018,2,579,INR,52007,509509
7/24/2018,4,1657,INR,2438,447353
7/24/2018,7,2431,INR,66186,506000
7/24/2018,2,505,INR,10029,539190
7/24/2018,6,2037,INR,7112,154823
7/25/2018,20,5870,INR,63902,462246
7/25/2018,3,847,INR,11582,479006
7/25/2018,2,583,INR,89619,536660
7/25/2018,6,1412,INR,45053,459109
7/25/2018,180,42787,INR,74022,578463
7/25/2018,7,1560,INR,32530,503958
7/25/2018,1,551,INR,58201,447365
7/25/2018,2,708,INR,59093,498353
7/26/2018,30,9208,INR,37943,152506
7/26/2018,4,995,INR,75563,503876
7/26/2018,1,333,INR,38030,532252
7/26/2018,9,2139,INR,41335,503901
7/26/2018,90,23542,INR,99646,260323
7/26/2018,4,1389,INR,55269,304791
7/27/2018,84,12134,INR,20160,102792
7/27/2018,67,16949,INR,13524,102109
7/27/2018,11,2991,INR,74046,303252
7/27/2018,25,5671,INR,21907,100646
7/27/2018,14,4264,INR,10386,300492
7/27/2018,44,11162,INR,69152,376873
7/27/2018,1,102,INR,87716,337967
7/27/2018,4,1519,INR,82615,101175
7/27/2018,11,3704,INR,36679,342311
7/30/2018,13,3241,INR,31389,211085
7/30/2018,1,162,INR,73884,322209
7/30/2018,25,6241,INR,52116,368445
7/30/2018,1,315,INR,5595,408183
7/30/2018,1,282,INR,90745,109856
7/31/2018,3,838,INR,41946,101215
7/31/2018,133,28176,INR,88925,235739
7/31/2018,19,4148,INR,53829,176102
7/31/2018,69,18088,INR,16590,117690
7/31/2018,4,1796,INR,7998,101338
7/31/2018,12,4167,INR,91436,102107
7/31/2018,3,912,INR,23761,500555
8/1/2018,1,0,INR,14944,166973
8/1/2018,27,3852,INR,26694,123495
8/1/2018,35,9634,INR,79595,361573
8/1/2018,16,3750,INR,98990,188580
8/1/2018,32,8324,INR,74034,100804
8/1/2018,4,995,INR,53323,487968
8/1/2018,88,23227,INR,89298,332235
8/1/2018,12,2597,INR,16894,322538
8/1/2018,1,278,INR,75135,169542
8/1/2018,3,1009,INR,14137,101864
8/2/2018,57,15745,INR,10227,476877
8/2/2018,43,10278,INR,80693,303461
8/2/2018,2,583,INR,86848,545475
8/2/2018,48,11653,INR,71505,102103
8/3/2018,57,12273,INR,52941,101172
8/3/2018,5,1287,INR,5274,200211
8/3/2018,1,278,INR,23498,367252
8/3/2018,2,500,INR,23159,102567
8/3/2018,85,19829,INR,13387,506122
8/3/2018,60,15528,INR,58285,102123
8/3/2018,2,435,INR,86978,223486
8/3/2018,12,3273,INR,9877,568450
8/3/2018,4,1806,INR,10814,375803
8/3/2018,18,6250,INR,75397,101291
8/4/2018,7,1477,INR,12668,457229
8/6/2018,17,5394,INR,4407,101217
8/6/2018,36,6569,INR,27968,101861
8/6/2018,12,3731,INR,86689,445633
8/6/2018,7,1750,INR,34837,356401
8/6/2018,1,329,INR,51728,566638
8/6/2018,1,213,INR,19241,542677
8/6/2018,36,8375,INR,75127,500893
8/6/2018,1,315,INR,51258,100807
8/7/2018,43,13546,INR,51204,414174
8/7/2018,57,13606,INR,27716,100643
8/7/2018,24,6537,INR,67483,298014
8/7/2018,1,167,INR,4840,102796
8/7/2018,5,1250,INR,97777,101860
8/7/2018,46,13231,INR,54523,505297
8/7/2018,6,2486,INR,11559,377629
8/7/2018,30,10301,INR,47929,202560
8/7/2018,5,1417,INR,90570,451597
8/8/2018,1,0,INR,74982,226886
8/8/2018,33,4769,INR,92789,374095
8/8/2018,6,1546,INR,14719,509018
8/8/2018,17,4236,INR,24731,117687
8/8/2018,42,11514,INR,89641,457332
8/8/2018,7,1736,INR,50361,425046
8/8/2018,644,144713,INR,73837,361598
8/8/2018,3,875,INR,9311,565955
8/8/2018,1,472,INR,19087,529453
8/8/2018,11,2449,INR,8166,117693
8/8/2018,2,690,INR,99635,574378
8/8/2018,5,1519,INR,45159,528941
8/8/2018,2,792,INR,98057,202947
8/9/2018,1,352,INR,49602,542656
8/9/2018,9,2278,INR,45451,415146
8/9/2018,2,343,INR,35997,514713
8/9/2018,23,5602,INR,80152,401925
8/9/2018,19,5426,INR,72125,101216
8/9/2018,12,3222,INR,98879,302195
8/9/2018,1,157,INR,27123,147330
8/10/2018,8,2537,INR,4504,443357
8/10/2018,9,2329,INR,95875,521184
8/10/2018,48,10806,INR,212,379749
8/10/2018,142,33139,INR,66975,508138
8/10/2018,3,1384,INR,63024,163964
8/10/2018,35,12037,INR,43713,160395
8/13/2018,1,106,INR,63540,301196
8/13/2018,1,333,INR,34980,425431
8/13/2018,2,574,INR,49136,258392
8/13/2018,48,8866,INR,96937,100648
8/13/2018,1,227,INR,99902,571217
8/14/2018,41,11130,INR,96274,534900
8/14/2018,8,2023,INR,72360,543308
8/14/2018,3,662,INR,91541,413090
8/14/2018,8,3181,INR,66743,377837
8/14/2018,13,4398,INR,27031,454368
8/14/2018,4,1111,INR,83956,507071
8/15/2018,1,315,INR,17981,458548
8/16/2018,2,0,INR,43529,378629
8/16/2018,84,12130,INR,42534,299044
8/16/2018,1,83,INR,55211,328580
8/16/2018,5,1319,INR,11889,574466
8/16/2018,12,2745,INR,85982,496832
8/16/2018,30,5542,INR,55195,543630
8/16/2018,2,843,INR,78099,480869
8/16/2018,5,1431,INR,52555,530956
8/16/2018,2,792,INR,86191,417175
8/17/2018,1,319,INR,73487,400911
8/17/2018,1,102,INR,65808,118665
8/17/2018,3,1245,INR,77401,452478
8/17/2018,12,4167,INR,41638,562974
8/17/2018,2,681,INR,20510,536414
8/20/2018,25,7241,INR,554,399395
8/20/2018,7,1995,INR,92037,101704
8/20/2018,2,421,INR,71095,123511
8/20/2018,12,3079,INR,98486,509158
8/20/2018,1,106,INR,4295,543351
8/20/2018,90,23542,INR,63234,172860
8/20/2018,2,403,INR,68120,491184
8/20/2018,1,630,INR,87490,355316
8/20/2018,1,139,INR,59146,443479
8/21/2018,6,1718,INR,36681,562975
8/21/2018,36,8926,INR,87084,562477
8/21/2018,33,7833,INR,24206,358193
8/21/2018,4,1796,INR,30799,530880
8/21/2018,13,4398,INR,40154,403386
8/21/2018,1,204,INR,6465,371730
8/22/2018,1,333,INR,20611,531917
8/22/2018,12,2741,INR,40598,385795
8/22/2018,12,3222,INR,40319,535002
8/22/2018,1,157,INR,54377,556822
8/22/2018,19,4157,INR,2726,372879
8/22/2018,1,417,INR,64930,572963
8/22/2018,5,1634,INR,13172,101337
8/23/2018,112,16176,INR,69204,554405
8/23/2018,1,167,INR,59984,573867
8/23/2018,24,5481,INR,82343,563128
8/24/2018,6,1741,INR,82988,400363
8/24/2018,5,1227,INR,27110,554968
8/24/2018,1,333,INR,96398,344876
8/24/2018,30,8171,INR,6430,526598
8/24/2018,1,204,INR,33440,556529
8/24/2018,5,2213,INR,83057,547129
8/24/2018,13,4514,INR,51025,547136
8/27/2018,18,5130,INR,62813,457091
8/27/2018,4,1292,INR,54828,451116
8/27/2018,10,2412,INR,56535,556070
8/27/2018,3,648,INR,97731,136176
8/27/2018,7,1819,INR,41841,507720
8/27/2018,36,9204,INR,95800,535580
8/27/2018,1,630,INR,38259,537338
8/27/2018,84,19505,INR,3565,175624
8/28/2018,70,10111,INR,78910,489712
8/28/2018,22,7032,INR,91867,534027
8/28/2018,18,5157,INR,22906,470782
8/28/2018,5,1343,INR,6897,147073
8/28/2018,30,7333,INR,82283,415148
8/28/2018,18,4463,INR,79670,128635
8/28/2018,3,1380,INR,759,485016
8/28/2018,6,2199,INR,66305,558090
8/28/2018,8,2556,INR,15452,562432
8/28/2018,4,1245,INR,12062,552789
8/29/2018,13,3657,INR,90073,509640
8/29/2018,3,824,INR,39626,411951
8/29/2018,1,333,INR,32255,203784
8/29/2018,1,213,INR,7931,423887
8/29/2018,6,2199,INR,64160,422568
8/29/2018,9,2444,INR,46363,506240
8/29/2018,1,551,INR,76211,516084
8/29/2018,7,2046,INR,21195,542596
8/30/2018,3,1134,INR,87415,555020
8/30/2018,7,1736,INR,91674,457061
8/30/2018,8,2060,INR,7251,512921
8/30/2018,3,667,INR,70973,516116
8/30/2018,1,106,INR,77260,333965
8/31/2018,1,0,INR,29915,244989
8/31/2018,20,5074,INR,19838,376864
8/31/2018,4,1000,INR,10706,518478
8/31/2018,5,1162,INR,88433,540046
8/31/2018,258,58852,INR,60124,514351
8/31/2018,1,102,INR,91427,457598
8/31/2018,3,1245,INR,352,219789
8/31/2018,10,3356,INR,45578,384073
9/3/2018,61,8861,INR,67401,216206
9/3/2018,12,4079,INR,31338,564966
9/3/2018,9,2815,INR,4741,516120
9/3/2018,7,1694,INR,39190,533038
9/3/2018,6,1574,INR,84793,532819
9/3/2018,1,565,INR,84373,577300
9/4/2018,21,5583,INR,82417,554499
9/4/2018,4,1204,INR,2358,551645
9/4/2018,15,3889,INR,7261,450614
9/4/2018,5,1157,INR,52634,510226
9/4/2018,2,532,INR,69308,499107
9/4/2018,4,1519,INR,58860,486851
9/4/2018,11,3704,INR,72393,538243
9/4/2018,3,1023,INR,73377,512606
9/5/2018,6,1625,INR,46064,565621
9/5/2018,7,1949,INR,25151,508377
9/5/2018,3,745,INR,60809,440782
9/5/2018,5,1449,INR,30839,510694
9/5/2018,1,556,INR,8548,519565
9/5/2018,4,1329,INR,19102,408011
9/6/2018,16,5236,INR,56298,509737
9/6/2018,10,2389,INR,24675,520075
9/6/2018,18,5380,INR,10116,554283
9/6/2018,1,366,INR,3046,506214
9/6/2018,6,1417,INR,60431,317816
9/6/2018,98,21301,INR,15135,538245
9/6/2018,6,2037,INR,80330,545568
9/7/2018,99,25065,INR,66740,512955
9/7/2018,58,11986,INR,73622,413250
9/7/2018,7,1560,INR,99184,485541
9/7/2018,5,1394,INR,82835,206674
9/7/2018,13,3310,INR,96927,485558
9/7/2018,18,5037,INR,39569,485553
9/7/2018,1,282,INR,6608,511894
9/7/2018,1,102,INR,23024,513303
9/7/2018,5,1935,INR,12828,536843
9/7/2018,14,4977,INR,34842,511830
9/9/2018,12,3097,INR,33156,510881
9/10/2018,7,1912,INR,63679,509247
9/10/2018,7,1903,INR,76777,512014
9/10/2018,9,2324,INR,62817,560600
9/10/2018,6,1454,INR,72711,517846
9/10/2018,180,39194,INR,43217,511195
9/10/2018,1,144,INR,27273,563403
9/11/2018,61,8861,INR,58171,577754
9/11/2018,27,7435,INR,54615,522221
9/11/2018,2,755,INR,57404,511890
9/11/2018,1,181,INR,46153,509463
9/11/2018,1,181,INR,92853,512091
9/11/2018,20,5440,INR,52563,511824
9/11/2018,21,6833,INR,4099,533571
9/11/2018,6,2366,INR,42483,519414
